Leading proteins,Protein,Protein names,Gene names
Q7TN02,Q7TN02,Mediator of RNA polymerase II transcription subunit 26,Med26
Q7TN02,Q7TN02,Mediator of RNA polymerase II transcription subunit 26,Med26
Q7TN02,Q7TN02,Mediator of RNA polymerase II transcription subunit 26,Med26
Q9DAY7,Q9DAY7,Mediator of RNA polymerase II transcription subunit 8,Med8
Q8VCS6,Q8VCS6,Mediator of RNA polymerase II transcription subunit 9,Med9
Q14BA6-2,Q14BA6-2,Mesenteric estrogen-dependent adipogenesis protein,Medag
Q60929-3,Q60929-3,Myocyte-specific enhancer factor 2A,Mef2a
Q60929-3,Q60929-3,Myocyte-specific enhancer factor 2A,Mef2a
Q60929-3,Q60929-3,Myocyte-specific enhancer factor 2A,Mef2a
Q60929-3,Q60929-3,Myocyte-specific enhancer factor 2A,Mef2a
Q60929-3,Q60929-3,Myocyte-specific enhancer factor 2A,Mef2a
Q60929-3,Q60929-3,Myocyte-specific enhancer factor 2A,Mef2a
Q60929-3,Q60929-3,Myocyte-specific enhancer factor 2A,Mef2a
Q60929-3,Q60929-3,Myocyte-specific enhancer factor 2A,Mef2a
Q60929-3,Q60929-3,Myocyte-specific enhancer factor 2A,Mef2a
Q60929-3,Q60929-3,Myocyte-specific enhancer factor 2A,Mef2a
Q60929-3,Q60929-3,Myocyte-specific enhancer factor 2A,Mef2a
Q60929-3,Q60929-3,Myocyte-specific enhancer factor 2A,Mef2a
Q8CFN5-5,Q8CFN5-5,Myocyte-specific enhancer factor 2C,Mef2c
Q8CFN5-5,Q8CFN5-5,Myocyte-specific enhancer factor 2C,Mef2c
Q8CFN5-5,Q8CFN5-5,Myocyte-specific enhancer factor 2C,Mef2c
Q8CFN5-5,Q8CFN5-5,Myocyte-specific enhancer factor 2C,Mef2c
Q8CFN5-5,Q8CFN5-5,Myocyte-specific enhancer factor 2C,Mef2c
Q8CFN5-5,Q8CFN5-5,Myocyte-specific enhancer factor 2C,Mef2c
Q8CFN5-5,Q8CFN5-5,Myocyte-specific enhancer factor 2C,Mef2c
Q8CFN5-5,Q8CFN5-5,Myocyte-specific enhancer factor 2C,Mef2c
Q8CFN5-5,Q8CFN5-5,Myocyte-specific enhancer factor 2C,Mef2c
Q8CFN5-5,Q8CFN5-5,Myocyte-specific enhancer factor 2C,Mef2c
Q8CFN5-5,Q8CFN5-5,Myocyte-specific enhancer factor 2C,Mef2c
Q8CFN5-5,Q8CFN5-5,Myocyte-specific enhancer factor 2C,Mef2c
Q8CFN5-5,Q8CFN5-5,Myocyte-specific enhancer factor 2C,Mef2c
Q8CFN5-5,Q8CFN5-5,Myocyte-specific enhancer factor 2C,Mef2c
E9QKT0,E9QKT0,Myocyte-specific enhancer factor 2D,Mef2d
E9QKT0,E9QKT0,Myocyte-specific enhancer factor 2D,Mef2d
E9QKT0,E9QKT0,Myocyte-specific enhancer factor 2D,Mef2d
E9QKT0,E9QKT0,Myocyte-specific enhancer factor 2D,Mef2d
E9QKT0,E9QKT0,Myocyte-specific enhancer factor 2D,Mef2d
E9QKT0,E9QKT0,Myocyte-specific enhancer factor 2D,Mef2d
E9QKT0,E9QKT0,Myocyte-specific enhancer factor 2D,Mef2d
Q6DIB5,Q6DIB5,Multiple epidermal growth factor-like domains protein 10,Megf10
Q61846,Q61846,Maternal embryonic leucine zipper kinase,Melk
Q61846,Q61846,Maternal embryonic leucine zipper kinase,Melk
F7CJP6,F7CJP6,Menin,Men1
P32443,P32443,Homeobox protein MOX-2,Meox2
Q8K3A9,Q8K3A9,7SK snRNA methylphosphate capping enzyme,Mepce
Q8K3A9,Q8K3A9,7SK snRNA methylphosphate capping enzyme,Mepce
Q8K3A9,Q8K3A9,7SK snRNA methylphosphate capping enzyme;BAI1-associated protein 3,Mepce;Baiap3
Q8K3A9,Q8K3A9,7SK snRNA methylphosphate capping enzyme;BAI1-associated protein 3,Mepce;Baiap3
Q8K4L6,Q8K4L6,,Mepe
Q8K4L6,Q8K4L6,,Mepe
Q8K4L6,Q8K4L6,,Mepe
Q8K4L6,Q8K4L6,,Mepe
Q8K4L6,Q8K4L6,,Mepe
Q8K4L6,Q8K4L6,,Mepe
Q8K4L6,Q8K4L6,,Mepe
Q8K4L6,Q8K4L6,,Mepe
Q8K4L6,Q8K4L6,,Mepe
Q8K4L6,Q8K4L6,,Mepe
Q8K4L6,Q8K4L6,,Mepe
Q8K4L6,Q8K4L6,,Mepe
Q8K4L6,Q8K4L6,,Mepe
Q8K4L6,Q8K4L6,,Mepe
Q8K4L6,Q8K4L6,,Mepe
Q8K4L6,Q8K4L6,,Mepe
Q8K4L6,Q8K4L6,,Mepe
Q8K4L6,Q8K4L6,,Mepe
Q8K4L6,Q8K4L6,,Mepe
Q8K4L6,Q8K4L6,,Mepe
Q9Z120,Q9Z120,tRNA (guanine-N(7)-)-methyltransferase,Mettl1
G3UYB5,G3UYB5,N6-adenosine-methyltransferase subunit METTL3,Mettl3
Q05A36,Q05A36,RNA-binding E3 ubiquitin-protein ligase MEX3C,Mex3c
F6TY75,F6TY75,RNA-binding protein MEX3D,Mex3d
A0A0R4J1C7,A0A0R4J1C7,Microfibril-associated glycoprotein 3,Mfap3
Q6PCP5;Q6PCP5-3;Q6PCP5-4,Q6PCP5,Mitochondrial fission factor,Mff
Q6PCP5;Q6PCP5-3;Q6PCP5-4,Q6PCP5,Mitochondrial fission factor,Mff
Q6PCP5-3,Q6PCP5-3,Mitochondrial fission factor,Mff
Q6PCP5,Q6PCP5,Mitochondrial fission factor,Mff
Q6PCP5-4,Q6PCP5-4,Mitochondrial fission factor,Mff
B8JK42,B8JK42,Major facilitator superfamily domain-containing protein 2B,Mfsd2b
Q921Y4,Q921Y4,Molybdate-anion transporter,Mfsd5
Q921Y4,Q921Y4,Molybdate-anion transporter,Mfsd5
D3Z183,D3Z183,Major facilitator superfamily domain-containing protein 6,Mfsd6
H7BX50,H7BX50,MAX gene-associated protein,Mga
H7BX50,H7BX50,MAX gene-associated protein,Mga
D3YYS6,D3YYS6,Monoglyceride lipase,Mgll
P26187,P26187,Methylated-DNA--protein-cysteine methyltransferase,Mgmt
P19788,P19788,Matrix Gla protein,Mgp
P19788,P19788,Matrix Gla protein,Mgp
P19788,P19788,Matrix Gla protein,Mgp
P19788,P19788,Matrix Gla protein,Mgp
Q9D074,Q9D074,E3 ubiquitin-protein ligase MGRN1,Mgrn1
Q8BI84,Q8BI84,Melanoma inhibitory activity protein 3,Mia3
Q8BI84,Q8BI84,Melanoma inhibitory activity protein 3,Mia3
Q8BI84,Q8BI84,Melanoma inhibitory activity protein 3,Mia3
Q8BI84,Q8BI84,Melanoma inhibitory activity protein 3,Mia3
Q8BI84,Q8BI84,Melanoma inhibitory activity protein 3,Mia3
Q8BI84,Q8BI84,Melanoma inhibitory activity protein 3,Mia3
Q8BI84,Q8BI84,Melanoma inhibitory activity protein 3,Mia3
Q8BI84,Q8BI84,Melanoma inhibitory activity protein 3,Mia3
Q8BI84,Q8BI84,Melanoma inhibitory activity protein 3,Mia3
Q8BI84,Q8BI84,Melanoma inhibitory activity protein 3,Mia3
Q8BI84,Q8BI84,Melanoma inhibitory activity protein 3,Mia3
Q8BI84,Q8BI84,Melanoma inhibitory activity protein 3,Mia3
Q8BI84,Q8BI84,Melanoma inhibitory activity protein 3,Mia3
Q8BI84,Q8BI84,Melanoma inhibitory activity protein 3,Mia3
Q8BI84,Q8BI84,Melanoma inhibitory activity protein 3,Mia3
Q80SY4,Q80SY4,E3 ubiquitin-protein ligase MIB1,Mib1
A2A9P8,A2A9P8,E3 ubiquitin-protein ligase MIB2,Mib2
E9PUI4,E9PUI4,Protein-methionine sulfoxide oxidase MICAL1,Mical1
E9PUI4,E9PUI4,Protein-methionine sulfoxide oxidase MICAL1,Mical1
E9PUI4,E9PUI4,Protein-methionine sulfoxide oxidase MICAL1,Mical1
E9PUI4,E9PUI4,Protein-methionine sulfoxide oxidase MICAL1,Mical1
Q8BML1-2,Q8BML1-2,Protein-methionine sulfoxide oxidase MICAL2,Mical2
Q8BML1-2,Q8BML1-2,Protein-methionine sulfoxide oxidase MICAL2,Mical2
Q8BML1-2,Q8BML1-2,Protein-methionine sulfoxide oxidase MICAL2,Mical2
Q8CJ19,Q8CJ19,Protein-methionine sulfoxide oxidase MICAL3,Mical3
Q8CJ19,Q8CJ19,Protein-methionine sulfoxide oxidase MICAL3,Mical3
Q8CJ19,Q8CJ19,Protein-methionine sulfoxide oxidase MICAL3,Mical3
Q8CJ19,Q8CJ19,Protein-methionine sulfoxide oxidase MICAL3,Mical3
Q8CJ19,Q8CJ19,Protein-methionine sulfoxide oxidase MICAL3,Mical3
Q8CJ19,Q8CJ19,Protein-methionine sulfoxide oxidase MICAL3,Mical3
Q8CJ19,Q8CJ19,Protein-methionine sulfoxide oxidase MICAL3,Mical3
Q8CJ19,Q8CJ19,Protein-methionine sulfoxide oxidase MICAL3,Mical3
Q8CJ19,Q8CJ19,Protein-methionine sulfoxide oxidase MICAL3,Mical3
Q8CJ19,Q8CJ19,Protein-methionine sulfoxide oxidase MICAL3,Mical3
Q8CJ19,Q8CJ19,Protein-methionine sulfoxide oxidase MICAL3,Mical3
Q8CJ19,Q8CJ19,Protein-methionine sulfoxide oxidase MICAL3,Mical3
Q8BGT6,Q8BGT6,MICAL-like protein 1,Micall1
Q8BGT6,Q8BGT6,MICAL-like protein 1,Micall1
Q8BGT6,Q8BGT6,MICAL-like protein 1,Micall1
Q8BGT6,Q8BGT6,MICAL-like protein 1,Micall1
Q8BGT6,Q8BGT6,MICAL-like protein 1,Micall1
Q8BGT6,Q8BGT6,MICAL-like protein 1,Micall1
Q8BGT6,Q8BGT6,MICAL-like protein 1,Micall1
Q8BGT6,Q8BGT6,MICAL-like protein 1,Micall1
Q8BGT6,Q8BGT6,MICAL-like protein 1,Micall1
E9PZD2,E9PZD2,MICAL-like protein 2,Micall2
E9PZD2,E9PZD2,MICAL-like protein 2,Micall2
E9PZD2,E9PZD2,MICAL-like protein 2,Micall2
E9PZD2,E9PZD2,MICAL-like protein 2,Micall2
Q9CQ20,Q9CQ20,Mid1-interacting protein 1,Mid1ip1
B1AVF6,B1AVF6,E3 ubiquitin-protein ligase Midline-1;Probable E3 ubiquitin-protein ligase MID2,Mid2;Mid1
Q8BGV8,Q8BGV8,Mitochondrial dynamics protein MID51,Mief1
Q5UAK0-5,Q5UAK0-5,Mesoderm induction early response protein 1,Mier1
Q5UAK0-5,Q5UAK0-5,Mesoderm induction early response protein 1,Mier1
Q5UAK0-5,Q5UAK0-5,Mesoderm induction early response protein 1,Mier1
Q5UAK0-5,Q5UAK0-5,Mesoderm induction early response protein 1,Mier1
Q5UAK0-5,Q5UAK0-5,Mesoderm induction early response protein 1,Mier1
Q5UAK0-5,Q5UAK0-5,Mesoderm induction early response protein 1,Mier1
Q5UAK0-5,Q5UAK0-5,Mesoderm induction early response protein 1,Mier1
Q5UAK0-5,Q5UAK0-5,Mesoderm induction early response protein 1,Mier1
A2A7Y5,A2A7Y5,Migration and invasion-inhibitory protein,Miip
F7AMS7,F7AMS7,,Mink1
F7AMS7,F7AMS7,,Mink1
F7AMS7,F7AMS7,,Mink1
F7AMS7,F7AMS7,,Mink1
F7AMS7,F7AMS7,,Mink1
Q8VE19,Q8VE19,WD repeat-containing protein mio,Mios
Q8VE19,Q8VE19,WD repeat-containing protein mio,Mios
Q8VE19,Q8VE19,WD repeat-containing protein mio,Mios
Q9CZJ6,Q9CZJ6,Protein Mis18-alpha,Mis18a
Q80WQ8,Q80WQ8,Mis18-binding protein 1,Mis18bp1
Q80WQ8,Q80WQ8,Mis18-binding protein 1,Mis18bp1
Q80WQ8,Q80WQ8,Mis18-binding protein 1,Mis18bp1
Q80WQ8,Q80WQ8,Mis18-binding protein 1,Mis18bp1
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
E9PVX6,E9PVX6,,Mki67
D3YUG5,D3YUG5,MKL/myocardin-like protein 1,Mkl1
D3YUG5,D3YUG5,MKL/myocardin-like protein 1,Mkl1
D3YUG5,D3YUG5,MKL/myocardin-like protein 1,Mkl1
D3YUG5,D3YUG5,MKL/myocardin-like protein 1,Mkl1
Q5DTZ3,Q5DTZ3,MKL/myocardin-like protein 2,Mkl2
A0A0G2JDJ0,A0A0G2JDJ0,MAP kinase-interacting serine/threonine-protein kinase 2,Mknk2
Q9ERV1,Q9ERV1,Probable E3 ubiquitin-protein ligase makorin-2,Mkrn2
Q9ERV1,Q9ERV1,Probable E3 ubiquitin-protein ligase makorin-2,Mkrn2
Q5SW45,Q5SW45,Meckel syndrome type 1 protein homolog,Mks1
Q9QWV4,Q9QWV4,Myeloid leukemia factor 1,Mlf1
Q9QWV4,Q9QWV4,Myeloid leukemia factor 1,Mlf1
Q9QWV4,Q9QWV4,Myeloid leukemia factor 1,Mlf1
Q9QWV4,Q9QWV4,Myeloid leukemia factor 1,Mlf1
Q9QWV4,Q9QWV4,Myeloid leukemia factor 1,Mlf1
Q9QWV4,Q9QWV4,Myeloid leukemia factor 1,Mlf1
Q99KX1,Q99KX1,Myeloid leukemia factor 2,Mlf2
V9GWW6;V9GXX2,V9GWW6,,Mlip
V9GWW6;V9GXX2,V9GWW6,,Mlip
V9GWW6;V9GXP3;V9GXX2,V9GWW6,Muscular LMNA-interacting protein,Mlip
V9GWW6;V9GXX2,V9GWW6,,Mlip
V9GWW6;V9GXP3;V9GXX2,V9GWW6,Muscular LMNA-interacting protein,Mlip
V9GWW6;V9GXP3,V9GWW6,,Mlip
V9GWW6;V9GXX2,V9GWW6,,Mlip
V9GWW6;V9GXP3;V9GXX2,V9GWW6,Muscular LMNA-interacting protein,Mlip
V9GWW6;V9GXP3;V9GXX2,V9GWW6,Muscular LMNA-interacting protein,Mlip
V9GWW6;V9GXX2,V9GWW6,,Mlip
V9GWW6;V9GXX2,V9GWW6,,Mlip
V9GWW6;V9GXX2,V9GWW6,,Mlip
V9GXP3,V9GXP3,,Mlip
V9GWW6;V9GXP3;V9GXX2,V9GWW6,Muscular LMNA-interacting protein,Mlip
V9GWW6;V9GXX2,V9GWW6,,Mlip
V9GWW6;V9GXX2,V9GWW6,,Mlip
V9GWW6;V9GXX2,V9GWW6,,Mlip
V9GWW6;V9GXX2,V9GWW6,,Mlip
V9GWW6;V9GXP3,V9GWW6,,Mlip
V9GWW6;V9GXX2,V9GWW6,,Mlip
V9GWW6;V9GXX2,V9GWW6,,Mlip
V9GWW6;V9GXX2,V9GWW6,,Mlip
V9GXP3,V9GXP3,,Mlip
V9GXP3;V9GXX2,V9GXX2,Muscular LMNA-interacting protein,Mlip
V9GXP3;V9GXX2,V9GXX2,Muscular LMNA-interacting protein,Mlip
Q9ERL0,Q9ERL0,,Mllt1
Q9ERL0,Q9ERL0,,Mllt1
Q9ERL0,Q9ERL0,,Mllt1
O54826,O54826,Protein AF-10,Mllt10
O54826,O54826,Protein AF-10,Mllt10
O54826,O54826,Protein AF-10,Mllt10
O54826,O54826,Protein AF-10,Mllt10
O54826,O54826,Protein AF-10,Mllt10
P97783,P97783,Protein AF1q,Mllt11
E9Q852,E9Q852,Afadin,Mllt4
E9Q852,E9Q852,Afadin,Mllt4
E9Q852,E9Q852,Afadin,Mllt4
E9Q852,E9Q852,Afadin,Mllt4
E9Q852,E9Q852,Afadin,Mllt4
E9Q852,E9Q852,Afadin,Mllt4
E9Q852,E9Q852,Afadin,Mllt4
E9Q852,E9Q852,Afadin,Mllt4
E9Q852,E9Q852,Afadin,Mllt4
E9Q852,E9Q852,Afadin,Mllt4
E9Q852,E9Q852,Afadin,Mllt4
E9Q852,E9Q852,Afadin,Mllt4
E9Q852,E9Q852,Afadin,Mllt4
E9Q852,E9Q852,Afadin,Mllt4
E9Q852,E9Q852,Afadin,Mllt4
E9Q852,E9Q852,Afadin,Mllt4
E9Q852,E9Q852,Afadin,Mllt4
E9Q852,E9Q852,Afadin,Mllt4
E9Q852,E9Q852,Afadin,Mllt4
E9Q852,E9Q852,Afadin,Mllt4
B1AR09,B1AR09,,Mllt6
B1AR09,B1AR09,,Mllt6
B1AR09,B1AR09,,Mllt6
B1AR09,B1AR09,,Mllt6
B1AR09,B1AR09,,Mllt6
B1AR09,B1AR09,,Mllt6
B1AR09,B1AR09,,Mllt6
Q9CZD0,Q9CZD0,Methylmalonic aciduria and homocystinuria type C protein homolog,Mmachc
Q61391,Q61391,Neprilysin,Mme
Q61391,Q61391,Neprilysin,Mme
Q61391,Q61391,Neprilysin,Mme
Q99LX5,Q99LX5,Multiple myeloma tumor-associated protein 2 homolog,Mmtag2
D3YWE6,D3YWE6,,Mn1
A0A338P5U3,A0A338P5U3,Putative uncharacterized protein FLJ38447 homolog,MNCb-2875
A0A338P5U3,A0A338P5U3,Putative uncharacterized protein FLJ38447 homolog,MNCb-2875
D0QMC3,D0QMC3,Myeloid cell nuclear differentiation antigen-like protein,Mndal
D0QMC3,D0QMC3,Myeloid cell nuclear differentiation antigen-like protein,Mndal
D0QMC3,D0QMC3,Myeloid cell nuclear differentiation antigen-like protein,Mndal
D0QMC3,D0QMC3,Myeloid cell nuclear differentiation antigen-like protein,Mndal
D0QMC3,D0QMC3,Myeloid cell nuclear differentiation antigen-like protein,Mndal
O08789,O08789,Max-binding protein MNT,Mnt
Q3UDM0,Q3UDM0,MOB kinase activator 1A;MOB kinase activator 1B,Mob1b;Mob1a
Q14CH1,Q14CH1,Molybdenum cofactor sulfurase,Mocos
A0A0R4J2D4,A0A0R4J2D4,Vacuolar fusion protein MON1 homolog A,Mon1a
A0A0R4J2D4,A0A0R4J2D4,Vacuolar fusion protein MON1 homolog A,Mon1a
A0A0R4J2D4,A0A0R4J2D4,Vacuolar fusion protein MON1 homolog A,Mon1a
A0A0R4J2D4,A0A0R4J2D4,Vacuolar fusion protein MON1 homolog A,Mon1a
Q80TL7,Q80TL7,Protein MON2 homolog,Mon2
Q80TL7,Q80TL7,Protein MON2 homolog,Mon2
Q80TL7,Q80TL7,Protein MON2 homolog,Mon2
Q69ZX6,Q69ZX6,MORC family CW-type zinc finger protein 2A,Morc2a
Q69ZX6,Q69ZX6,MORC family CW-type zinc finger protein 2A,Morc2a
Q69ZX6,Q69ZX6,MORC family CW-type zinc finger protein 2A,Morc2a
Q69ZX6,Q69ZX6,MORC family CW-type zinc finger protein 2A,Morc2a
F7BJB9,F7BJB9,,Morc3
F7BJB9,F7BJB9,,Morc3
F7BJB9,F7BJB9,,Morc3
D3Z5Y3,D3Z5Y3,Motile sperm domain-containing protein 3,Mospd3
Q8VBX6-2,Q8VBX6-2,Multiple PDZ domain protein,Mpdz
Q8VBX6-2,Q8VBX6-2,Multiple PDZ domain protein,Mpdz
F7D0H8,F7D0H8,,Mpdz
F7D0H8,F7D0H8,,Mpdz
Q8VBX6-2,Q8VBX6-2,Multiple PDZ domain protein,Mpdz
F7D0H8,F7D0H8,,Mpdz
F7D0H8,F7D0H8,,Mpdz
Q8VBX6-2,Q8VBX6-2,Multiple PDZ domain protein,Mpdz
Q3TYA6,Q3TYA6,M-phase phosphoprotein 8,Mphosph8
Q3TYA6,Q3TYA6,M-phase phosphoprotein 8,Mphosph8
Q3TYA6,Q3TYA6,M-phase phosphoprotein 8,Mphosph8
V9GX48,V9GX48,M-phase phosphoprotein 9,Mphosph9
Q925F5,Q925F5,Thrombopoietin receptor,Mpl
Q9D011,Q9D011,M-phase-specific PLK1-interacting protein,Mplkip;Gm7102
Q9D011,Q9D011,M-phase-specific PLK1-interacting protein,Mplkip;Gm7102
B8JJA2,B8JJA2,MPN domain-containing protein,Mpnd
B7ZCM1,B7ZCM1,55 kDa erythrocyte membrane protein,Mpp1
B7ZCM1,B7ZCM1,55 kDa erythrocyte membrane protein,Mpp1
Q9WV34,Q9WV34,MAGUK p55 subfamily member 2,Mpp2
Q9WV34,Q9WV34,MAGUK p55 subfamily member 2,Mpp2
A0A1W2P7Z6,A0A1W2P7Z6,MAGUK p55 subfamily member 5,Mpp5
A0A1W2P7Z6,A0A1W2P7Z6,MAGUK p55 subfamily member 5,Mpp5
F6RND9,F6RND9,Myosin phosphatase Rho-interacting protein,Mprip
F6RND9,F6RND9,Myosin phosphatase Rho-interacting protein,Mprip
F6RND9,F6RND9,,Mprip
F6RND9,F6RND9,Myosin phosphatase Rho-interacting protein,Mprip
F6RND9,F6RND9,Myosin phosphatase Rho-interacting protein,Mprip
F6RND9,F6RND9,Myosin phosphatase Rho-interacting protein,Mprip
F6RND9,F6RND9,Myosin phosphatase Rho-interacting protein,Mprip
F6RND9,F6RND9,Myosin phosphatase Rho-interacting protein,Mprip
F6RND9,F6RND9,Myosin phosphatase Rho-interacting protein,Mprip
F6RND9,F6RND9,Myosin phosphatase Rho-interacting protein,Mprip
F6RND9,F6RND9,Myosin phosphatase Rho-interacting protein,Mprip
F6RND9,F6RND9,Myosin phosphatase Rho-interacting protein,Mprip
F6RND9,F6RND9,,Mprip
F6RND9,F6RND9,Myosin phosphatase Rho-interacting protein,Mprip
F6RND9,F6RND9,,Mprip
F6RND9,F6RND9,Myosin phosphatase Rho-interacting protein,Mprip
F6RND9,F6RND9,Myosin phosphatase Rho-interacting protein,Mprip
E9QK82,E9QK82,Myelin protein P0,Mpz
E9QK82,E9QK82,Myelin protein P0,Mpz
A0A0A6YXW1,A0A0A6YXW1,Myelin protein zero-like protein 1,Mpzl1
Q9D159,Q9D159,Melanocortin-2 receptor accessory protein,Mrap
Q64449,Q64449,C-type mannose receptor 2,Mrc2
Q64449,Q64449,C-type mannose receptor 2,Mrc2
Q64449,Q64449,C-type mannose receptor 2,Mrc2
Q64449,Q64449,C-type mannose receptor 2,Mrc2
Q64449,Q64449,C-type mannose receptor 2,Mrc2
Q64449,Q64449,C-type mannose receptor 2,Mrc2
A0A1L1SQT7,A0A1L1SQT7,Double-strand break repair protein MRE11A,Mre11a
A0A1L1SQT7,A0A1L1SQT7,Double-strand break repair protein MRE11A,Mre11a
Q9DAT2,Q9DAT2,MRG/MORF4L-binding protein,Mrgbp
Q9DAT2,Q9DAT2,MRG/MORF4L-binding protein,Mrgbp
Q9DAT2,Q9DAT2,MRG/MORF4L-binding protein,Mrgbp
Q8BHZ5,Q8BHZ5,Modulator of retrovirus infection homolog,Mri
G5E8L9,G5E8L9,,Mroh9
A0A1B0GQZ1,A0A1B0GQZ1,"39S ribosomal protein L23, mitochondrial",Mrpl23
Q9CY16,Q9CY16,"28S ribosomal protein S28, mitochondrial",Mrps28
Q9D0G0,Q9D0G0,"28S ribosomal protein S30, mitochondrial",Mrps30
Q9D6T9,Q9D6T9,"28S ribosomal protein S36, mitochondrial",Mrps36
G5E8V5,G5E8V5,Protein MRVI1,Mrvi1
G5E8V5,G5E8V5,Protein MRVI1,Mrvi1
G5E8V5,G5E8V5,Protein MRVI1,Mrvi1
P19437,P19437,B-lymphocyte antigen CD20,Ms4a1
Q6NZR2,Q6NZR2,Myb/SANT-like DNA-binding domain-containing protein 2,Msantd2
Q6NZR2,Q6NZR2,Myb/SANT-like DNA-binding domain-containing protein 2,Msantd2
Q6NZR2,Q6NZR2,Myb/SANT-like DNA-binding domain-containing protein 2,Msantd2
Q9CR78,Q9CR78,Myb/SANT-like DNA-binding domain-containing protein 3,Msantd3
Q9CR78,Q9CR78,Myb/SANT-like DNA-binding domain-containing protein 3,Msantd3
P54276,P54276,DNA mismatch repair protein Msh6,Msh6
P54276,P54276,DNA mismatch repair protein Msh6,Msh6
P54276,P54276,DNA mismatch repair protein Msh6,Msh6
P54276,P54276,DNA mismatch repair protein Msh6,Msh6
Q61474,Q61474,RNA-binding protein Musashi homolog 1,Msi1
Q920Q6,Q920Q6,RNA-binding protein Musashi homolog 2,Msi2
Q920Q6,Q920Q6,RNA-binding protein Musashi homolog 2,Msi2
Q6PDM1-4,Q6PDM1-4,Male-specific lethal 1 homolog,Msl1
Q9WVG9-2,Q9WVG9-2,Male-specific lethal 3 homolog,Msl3
Q9WVG9-2,Q9WVG9-2,Male-specific lethal 3 homolog,Msl3
Q9WVG9-2,Q9WVG9-2,Male-specific lethal 3 homolog,Msl3
Q9WVG9-2,Q9WVG9-2,Male-specific lethal 3 homolog,Msl3
Q9WVG9-2,Q9WVG9-2,Male-specific lethal 3 homolog,Msl3
